DexNumber,Name,Type1,Type2,GenderRatio (M),GenderRatio (F),BaseStats (HP),BaseStats (Atk),BaseStats (Def),BaseStats (Spa),BaseStats (Spd),BaseStats (Spe),Abilities,Height (m),Weight (kg),Color,EvoLevel,Evos
502,Dewott,Water,null,0.875,0.125,75,75,60,83,60,60,0: Torrent H: Shell Armor,0.8,24.5,Blue,17,Samurott
503,Samurott,Water,null,0.875,0.125,95,100,85,108,70,70,0: Torrent H: Shell Armor,1.5,94.6,Blue,36,
503,Samurott-Hisui,Water,Dark,0.875,0.125,90,108,80,100,65,85,0: Torrent H: Sharpness,1.5,58.2,Blue,36,
504,Patrat,Normal,null,0.5,0.5,45,55,39,35,39,42,0: Run Away 1: Keen Eye H: Analytic,0.5,11.6,Brown,,Watchog
505,Watchog,Normal,null,0.5,0.5,60,85,69,60,69,77,0: Illuminate 1: Keen Eye H: Analytic,1.1,27,Brown,20,
506,Lillipup,Normal,null,0.5,0.5,45,60,45,25,45,55,0: Vital Spirit 1: Pickup H: Run Away,0.4,4.1,Brown,,Herdier
507,Herdier,Normal,null,0.5,0.5,65,80,65,35,65,60,0: Intimidate 1: Sand Rush H: Scrappy,0.9,14.7,Gray,16,Stoutland
508,Stoutland,Normal,null,0.5,0.5,85,110,90,45,90,80,0: Intimidate 1: Sand Rush H: Scrappy,1.2,61,Gray,32,
509,Purrloin,Dark,null,0.5,0.5,41,50,37,50,37,66,0: Limber 1: Unburden H: Prankster,0.4,10.1,Purple,,Liepard
510,Liepard,Dark,null,0.5,0.5,64,88,50,88,50,106,0: Limber 1: Unburden H: Prankster,1.1,37.5,Purple,20,
511,Pansage,Grass,null,0.875,0.125,50,53,48,53,48,64,0: Gluttony H: Overgrow,0.6,10.5,Green,,Simisage
512,Simisage,Grass,null,0.875,0.125,75,98,63,98,63,101,0: Gluttony H: Overgrow,1.1,30.5,Green,,
513,Pansear,Fire,null,0.875,0.125,50,53,48,53,48,64,0: Gluttony H: Blaze,0.6,11,Red,,Simisear
514,Simisear,Fire,null,0.875,0.125,75,98,63,98,63,101,0: Gluttony H: Blaze,1,28,Red,,
515,Panpour,Water,null,0.875,0.125,50,53,48,53,48,64,0: Gluttony H: Torrent,0.6,13.5,Blue,,Simipour
516,Simipour,Water,null,0.875,0.125,75,98,63,98,63,101,0: Gluttony H: Torrent,1,29,Blue,,
517,Munna,Psychic,null,0.5,0.5,76,25,45,67,55,24,0: Forewarn 1: Synchronize H: Telepathy,0.6,23.3,Pink,,Musharna
518,Musharna,Psychic,null,0.5,0.5,116,55,85,107,95,29,0: Forewarn 1: Synchronize H: Telepathy,1.1,60.5,Pink,,
519,Pidove,Normal,Flying,0.5,0.5,50,55,50,36,30,43,0: Big Pecks 1: Super Luck H: Rivalry,0.3,2.1,Gray,,Tranquill
520,Tranquill,Normal,Flying,0.5,0.5,62,77,62,50,42,65,0: Big Pecks 1: Super Luck H: Rivalry,0.6,15,Gray,21,Unfezant
521,Unfezant,Normal,Flying,0.5,0.5,80,115,80,65,55,93,0: Big Pecks 1: Super Luck H: Rivalry,1.2,29,Gray,32,
522,Blitzle,Electric,null,0.5,0.5,45,60,32,50,32,76,0: Lightning Rod 1: Motor Drive H: Sap Sipper,0.8,29.8,Black,,Zebstrika
523,Zebstrika,Electric,null,0.5,0.5,75,100,63,80,63,116,0: Lightning Rod 1: Motor Drive H: Sap Sipper,1.6,79.5,Black,27,
524,Roggenrola,Rock,null,0.5,0.5,55,75,85,25,25,15,0: Sturdy 1: Weak Armor H: Sand Force,0.4,18,Blue,,Boldore
525,Boldore,Rock,null,0.5,0.5,70,105,105,50,40,20,0: Sturdy 1: Weak Armor H: Sand Force,0.9,102,Blue,25,Gigalith
526,Gigalith,Rock,null,0.5,0.5,85,135,130,60,80,25,0: Sturdy 1: Sand Stream H: Sand Force,1.7,260,Blue,,
527,Woobat,Psychic,Flying,0.5,0.5,65,45,43,55,43,72,0: Unaware 1: Klutz H: Simple,0.4,2.1,Blue,,Swoobat
528,Swoobat,Psychic,Flying,0.5,0.5,67,57,55,77,55,114,0: Unaware 1: Klutz H: Simple,0.9,10.5,Blue,,
529,Drilbur,Ground,null,0.5,0.5,60,85,40,30,45,68,0: Sand Rush 1: Sand Force H: Mold Breaker,0.3,8.5,Gray,,Excadrill
530,Excadrill,Ground,Steel,0.5,0.5,110,135,60,50,65,88,0: Sand Rush 1: Sand Force H: Mold Breaker,0.7,40.4,Gray,31,
531,Audino,Normal,null,0.5,0.5,103,60,86,60,86,50,0: Healer 1: Regenerator H: Klutz,1.1,31,Pink,,
532,Timburr,Fighting,null,0.75,0.25,75,80,55,25,35,35,0: Guts 1: Sheer Force H: Iron Fist,0.6,12.5,Gray,,Gurdurr
533,Gurdurr,Fighting,null,0.75,0.25,85,105,85,40,50,40,0: Guts 1: Sheer Force H: Iron Fist,1.2,40,Gray,25,Conkeldurr
534,Conkeldurr,Fighting,null,0.75,0.25,105,140,95,55,65,45,0: Guts 1: Sheer Force H: Iron Fist,1.4,87,Brown,,
535,Tympole,Water,null,0.5,0.5,50,50,40,50,40,64,0: Swift Swim 1: Hydration H: Water Absorb,0.5,4.5,Blue,,Palpitoad
536,Palpitoad,Water,Ground,0.5,0.5,75,65,55,65,55,69,0: Swift Swim 1: Hydration H: Water Absorb,0.8,17,Blue,25,Seismitoad
537,Seismitoad,Water,Ground,0.5,0.5,105,95,75,85,75,74,0: Swift Swim 1: Poison Touch H: Water Absorb,1.5,62,Blue,36,
538,Throh,Fighting,null,0.5,0.5,120,100,85,30,85,45,0: Guts 1: Inner Focus H: Mold Breaker,1.3,55.5,Red,,
539,Sawk,Fighting,null,0.5,0.5,75,125,75,30,75,85,0: Sturdy 1: Inner Focus H: Mold Breaker,1.4,51,Blue,,
540,Sewaddle,Bug,Grass,0.5,0.5,45,53,70,40,60,42,0: Swarm 1: Chlorophyll H: Overcoat,0.3,2.5,Yellow,,Swadloon
541,Swadloon,Bug,Grass,0.5,0.5,55,63,90,50,80,42,0: Leaf Guard 1: Chlorophyll H: Overcoat,0.5,7.3,Green,20,Leavanny
542,Leavanny,Bug,Grass,0.5,0.5,75,103,80,70,80,92,0: Swarm 1: Chlorophyll H: Overcoat,1.2,20.5,Yellow,,
543,Venipede,Bug,Poison,0.5,0.5,30,45,59,30,39,57,0: Poison Point 1: Swarm H: Speed Boost,0.4,5.3,Red,,Whirlipede
544,Whirlipede,Bug,Poison,0.5,0.5,40,55,99,40,79,47,0: Poison Point 1: Swarm H: Speed Boost,1.2,58.5,Gray,22,Scolipede
545,Scolipede,Bug,Poison,0.5,0.5,60,100,89,55,69,112,0: Poison Point 1: Swarm H: Speed Boost,2.5,200.5,Red,30,
546,Cottonee,Grass,Fairy,0.5,0.5,40,27,60,37,50,66,0: Prankster 1: Infiltrator H: Chlorophyll,0.3,0.6,Green,,Whimsicott
547,Whimsicott,Grass,Fairy,0.5,0.5,60,67,85,77,75,116,0: Prankster 1: Infiltrator H: Chlorophyll,0.7,6.6,Green,,
548,Petilil,Grass,null,0.5,0.5,45,35,50,70,50,30,0: Chlorophyll 1: Own Tempo H: Leaf Guard,0.5,6.6,Green,,Lilligant
549,Lilligant,Grass,null,0.5,0.5,70,60,75,110,75,90,0: Chlorophyll 1: Own Tempo H: Leaf Guard,1.1,16.3,Green,,
549,Lilligant-Hisui,Grass,Fighting,0.5,0.5,70,105,75,50,75,105,0: Chlorophyll 1: Hustle H: Leaf Guard,1.2,19.2,Green,,
550,Basculin,Water,null,0.5,0.5,70,92,65,80,55,98,0: Reckless 1: Adaptability H: Mold Breaker,1,18,Green,,
550,Basculin-Blue-Striped,Water,null,0.5,0.5,70,92,65,80,55,98,0: Rock Head 1: Adaptability H: Mold Breaker,1,18,Green,,
550,Basculin-White-Striped,Water,null,0.5,0.5,70,92,65,80,55,98,0: Rattled 1: Adaptability H: Mold Breaker,1,18,Green,,Basculegion
551,Sandile,Ground,Dark,0.5,0.5,50,72,35,35,35,65,0: Intimidate 1: Moxie H: Anger Point,0.7,15.2,Brown,,Krokorok
552,Krokorok,Ground,Dark,0.5,0.5,60,82,45,45,45,74,0: Intimidate 1: Moxie H: Anger Point,1,33.4,Brown,29,Krookodile
553,Krookodile,Ground,Dark,0.5,0.5,95,117,80,65,70,92,0: Intimidate 1: Moxie H: Anger Point,1.5,96.3,Red,40,
554,Darumaka,Fire,null,0.5,0.5,70,90,45,15,45,50,0: Hustle H: Inner Focus,0.6,37.5,Red,,Darmanitan
554,Darumaka-Galar,Ice,null,0.5,0.5,70,90,45,15,45,50,0: Hustle H: Inner Focus,0.7,40,White,,Darmanitan-Galar
555,Darmanitan,Fire,null,0.5,0.5,105,140,55,30,55,95,0: Sheer Force H: Zen Mode,1.3,92.9,Red,35,
555,Darmanitan-Zen,Fire,Psychic,0.5,0.5,105,30,105,140,105,55,0: Zen Mode,1.3,92.9,Blue,,
555,Darmanitan-Galar,Ice,null,0.5,0.5,105,140,55,30,55,95,0: Gorilla Tactics H: Zen Mode,1.7,120,White,,
555,Darmanitan-Galar-Zen,Ice,Fire,0.5,0.5,105,160,55,30,55,135,0: Zen Mode,1.7,120,White,,
556,Maractus,Grass,null,0.5,0.5,75,86,67,106,67,60,0: Water Absorb 1: Chlorophyll H: Storm Drain,1,28,Green,,
557,Dwebble,Bug,Rock,0.5,0.5,50,65,85,35,35,55,0: Sturdy 1: Shell Armor H: Weak Armor,0.3,14.5,Red,,Crustle
558,Crustle,Bug,Rock,0.5,0.5,70,105,125,65,75,45,0: Sturdy 1: Shell Armor H: Weak Armor,1.4,200,Red,34,
559,Scraggy,Dark,Fighting,0.5,0.5,50,75,70,35,70,48,0: Shed Skin 1: Moxie H: Intimidate,0.6,11.8,Yellow,,Scrafty
560,Scrafty,Dark,Fighting,0.5,0.5,65,90,115,45,115,58,0: Shed Skin 1: Moxie H: Intimidate,1.1,30,Red,39,
561,Sigilyph,Psychic,Flying,0.5,0.5,72,58,80,103,80,97,0: Wonder Skin 1: Magic Guard H: Tinted Lens,1.4,14,Black,,
562,Yamask,Ghost,null,0.5,0.5,38,30,85,55,65,30,0: Mummy,0.5,1.5,Black,,Cofagrigus
562,Yamask-Galar,Ground,Ghost,0.5,0.5,38,55,85,30,65,30,0: Wandering Spirit,0.5,1.5,Black,,Runerigus
563,Cofagrigus,Ghost,null,0.5,0.5,58,50,145,95,105,30,0: Mummy,1.7,76.5,Yellow,34,
564,Tirtouga,Water,Rock,0.875,0.125,54,78,103,53,45,22,0: Solid Rock 1: Sturdy H: Swift Swim,0.7,16.5,Blue,,Carracosta
565,Carracosta,Water,Rock,0.875,0.125,74,108,133,83,65,32,0: Solid Rock 1: Sturdy H: Swift Swim,1.2,81,Blue,37,
566,Archen,Rock,Flying,0.875,0.125,55,112,45,74,45,70,0: Defeatist,0.5,9.5,Yellow,,Archeops
567,Archeops,Rock,Flying,0.875,0.125,75,140,65,112,65,110,0: Defeatist,1.4,32,Yellow,37,
568,Trubbish,Poison,null,0.5,0.5,50,50,62,40,62,65,0: Stench 1: Sticky Hold H: Aftermath,0.6,31,Green,,Garbodor
569,Garbodor,Poison,null,0.5,0.5,80,95,82,60,82,75,0: Stench 1: Weak Armor H: Aftermath,1.9,107.3,Green,36,
570,Zorua,Dark,null,0.875,0.125,40,65,40,80,40,65,0: Illusion,0.7,12.5,Gray,,Zoroark
570,Zorua-Hisui,Normal,Ghost,0.875,0.125,35,60,40,85,40,70,0: Illusion,0.7,12.5,Gray,,Zoroark-Hisui
571,Zoroark,Dark,null,0.875,0.125,60,105,60,120,60,105,0: Illusion,1.6,81.1,Gray,30,
571,Zoroark-Hisui,Normal,Ghost,0.875,0.125,55,100,60,125,60,110,0: Illusion,1.6,73,Gray,30,
572,Minccino,Normal,null,0.25,0.75,55,50,40,40,40,75,0: Cute Charm 1: Technician H: Skill Link,0.4,5.8,Gray,,Cinccino
573,Cinccino,Normal,null,0.25,0.75,75,95,60,65,60,115,0: Cute Charm 1: Technician H: Skill Link,0.5,7.5,Gray,,
574,Gothita,Psychic,null,0.25,0.75,45,30,50,55,65,45,0: Frisk 1: Competitive H: Shadow Tag,0.4,5.8,Purple,,Gothorita
575,Gothorita,Psychic,null,0.25,0.75,60,45,70,75,85,55,0: Frisk 1: Competitive H: Shadow Tag,0.7,18,Purple,32,Gothitelle
576,Gothitelle,Psychic,null,0.25,0.75,70,55,95,95,110,65,0: Frisk 1: Competitive H: Shadow Tag,1.5,44,Purple,41,
577,Solosis,Psychic,null,0.5,0.5,45,30,40,105,50,20,0: Overcoat 1: Magic Guard H: Regenerator,0.3,1,Green,,Duosion
578,Duosion,Psychic,null,0.5,0.5,65,40,50,125,60,30,0: Overcoat 1: Magic Guard H: Regenerator,0.6,8,Green,32,Reuniclus
579,Reuniclus,Psychic,null,0.5,0.5,110,65,75,125,85,30,0: Overcoat 1: Magic Guard H: Regenerator,1,20.1,Green,41,
580,Ducklett,Water,Flying,0.5,0.5,62,44,50,44,50,55,0: Keen Eye 1: Big Pecks H: Hydration,0.5,5.5,Blue,,Swanna
581,Swanna,Water,Flying,0.5,0.5,75,87,63,87,63,98,0: Keen Eye 1: Big Pecks H: Hydration,1.3,24.2,White,35,
582,Vanillite,Ice,null,0.5,0.5,36,50,50,65,60,44,0: Ice Body 1: Snow Cloak H: Weak Armor,0.4,5.7,White,,Vanillish
583,Vanillish,Ice,null,0.5,0.5,51,65,65,80,75,59,0: Ice Body 1: Snow Cloak H: Weak Armor,1.1,41,White,35,Vanilluxe
584,Vanilluxe,Ice,null,0.5,0.5,71,95,85,110,95,79,0: Ice Body 1: Snow Warning H: Weak Armor,1.3,57.5,White,47,
585,Deerling,Normal,Grass,0.5,0.5,60,60,50,40,50,75,0: Chlorophyll 1: Sap Sipper H: Serene Grace,0.6,19.5,Pink,,Sawsbuck
586,Sawsbuck,Normal,Grass,0.5,0.5,80,100,70,60,70,95,0: Chlorophyll 1: Sap Sipper H: Serene Grace,1.9,92.5,Brown,34,
587,Emolga,Electric,Flying,0.5,0.5,55,75,60,75,60,103,0: Static H: Motor Drive,0.4,5,White,,
588,Karrablast,Bug,null,0.5,0.5,50,75,45,40,45,60,0: Swarm 1: Shed Skin H: No Guard,0.5,5.9,Blue,,Escavalier
589,Escavalier,Bug,Steel,0.5,0.5,70,135,105,60,105,20,0: Swarm 1: Shell Armor H: Overcoat,1,33,Gray,,
590,Foongus,Grass,Poison,0.5,0.5,69,55,45,55,55,15,0: Effect Spore H: Regenerator,0.2,1,White,,Amoonguss
591,Amoonguss,Grass,Poison,0.5,0.5,114,85,70,85,80,30,0: Effect Spore H: Regenerator,0.6,10.5,White,39,
592,Frillish,Water,Ghost,0.5,0.5,55,40,50,65,85,40,0: Water Absorb 1: Cursed Body H: Damp,1.2,33,White,,Jellicent
593,Jellicent,Water,Ghost,0.5,0.5,100,60,70,85,105,60,0: Water Absorb 1: Cursed Body H: Damp,2.2,135,White,40,
594,Alomomola,Water,null,0.5,0.5,165,75,80,40,45,65,0: Healer 1: Hydration H: Regenerator,1.2,31.6,Pink,,
595,Joltik,Bug,Electric,0.5,0.5,50,47,50,57,50,65,0: Compound Eyes 1: Unnerve H: Swarm,0.1,0.6,Yellow,,Galvantula
596,Galvantula,Bug,Electric,0.5,0.5,70,77,60,97,60,108,0: Compound Eyes 1: Unnerve H: Swarm,0.8,14.3,Yellow,36,
597,Ferroseed,Grass,Steel,0.5,0.5,44,50,91,24,86,10,0: Iron Barbs,0.6,18.8,Gray,,Ferrothorn
598,Ferrothorn,Grass,Steel,0.5,0.5,74,94,131,54,116,20,0: Iron Barbs H: Anticipation,1,110,Gray,40,
599,Klink,Steel,null,0.5,0.5,40,55,70,45,60,30,0: Plus 1: Minus H: Clear Body,0.3,21,Gray,,Klang
600,Klang,Steel,null,0.5,0.5,60,80,95,70,85,50,0: Plus 1: Minus H: Clear Body,0.6,51,Gray,38,Klinklang
601,Klinklang,Steel,null,0.5,0.5,60,100,115,70,85,90,0: Plus 1: Minus H: Clear Body,0.6,81,Gray,49,
602,Tynamo,Electric,null,0.5,0.5,35,55,40,45,40,60,0: Levitate,0.2,0.3,White,,Eelektrik
603,Eelektrik,Electric,null,0.5,0.5,65,85,70,75,70,40,0: Levitate,1.2,22,Blue,39,Eelektross
604,Eelektross,Electric,null,0.5,0.5,85,115,80,105,80,50,0: Levitate,2.1,80.5,Blue,,
605,Elgyem,Psychic,null,0.5,0.5,55,55,55,85,55,30,0: Telepathy 1: Synchronize H: Analytic,0.5,9,Blue,,Beheeyem
606,Beheeyem,Psychic,null,0.5,0.5,75,75,75,125,95,40,0: Telepathy 1: Synchronize H: Analytic,1,34.5,Brown,42,
607,Litwick,Ghost,Fire,0.5,0.5,50,30,55,65,55,20,0: Flash Fire 1: Flame Body H: Infiltrator,0.3,3.1,White,,Lampent
608,Lampent,Ghost,Fire,0.5,0.5,60,40,60,95,60,55,0: Flash Fire 1: Flame Body H: Infiltrator,0.6,13,Black,41,Chandelure
609,Chandelure,Ghost,Fire,0.5,0.5,60,55,90,145,90,80,0: Flash Fire 1: Flame Body H: Infiltrator,1,34.3,Black,,
610,Axew,Dragon,null,0.5,0.5,46,87,60,30,40,57,0: Rivalry 1: Mold Breaker H: Unnerve,0.6,18,Green,,Fraxure
611,Fraxure,Dragon,null,0.5,0.5,66,117,70,40,50,67,0: Rivalry 1: Mold Breaker H: Unnerve,1,36,Green,38,Haxorus
612,Haxorus,Dragon,null,0.5,0.5,76,147,90,60,70,97,0: Rivalry 1: Mold Breaker H: Unnerve,1.8,105.5,Yellow,48,
613,Cubchoo,Ice,null,0.5,0.5,55,70,40,60,40,40,0: Snow Cloak 1: Slush Rush H: Rattled,0.5,8.5,White,,Beartic
614,Beartic,Ice,null,0.5,0.5,95,130,80,70,80,50,0: Snow Cloak 1: Slush Rush H: Swift Swim,2.6,260,White,37,
615,Cryogonal,Ice,null,0.5,0.5,80,50,50,95,135,105,0: Levitate,1.1,148,Blue,,
616,Shelmet,Bug,null,0.5,0.5,50,40,85,40,65,25,0: Hydration 1: Shell Armor H: Overcoat,0.4,7.7,Red,,Accelgor
617,Accelgor,Bug,null,0.5,0.5,80,70,40,100,60,145,0: Hydration 1: Sticky Hold H: Unburden,0.8,25.3,Red,,
618,Stunfisk,Ground,Electric,0.5,0.5,109,66,84,81,99,32,0: Static 1: Limber H: Sand Veil,0.7,11,Brown,,
618,Stunfisk-Galar,Ground,Steel,0.5,0.5,109,81,99,66,84,32,0: Mimicry,0.7,20.5,Green,,
619,Mienfoo,Fighting,null,0.5,0.5,45,85,50,55,50,65,0: Inner Focus 1: Regenerator H: Reckless,0.9,20,Yellow,,Mienshao
620,Mienshao,Fighting,null,0.5,0.5,65,125,60,95,60,105,0: Inner Focus 1: Regenerator H: Reckless,1.4,35.5,Purple,50,
621,Druddigon,Dragon,null,0.5,0.5,77,120,90,60,90,48,0: Rough Skin 1: Sheer Force H: Mold Breaker,1.6,139,Red,,
622,Golett,Ground,Ghost,0.5,0.5,59,74,50,35,50,35,0: Iron Fist 1: Klutz H: No Guard,1,92,Green,,Golurk
623,Golurk,Ground,Ghost,0.5,0.5,89,124,80,55,80,55,0: Iron Fist 1: Klutz H: No Guard,2.8,330,Green,43,
624,Pawniard,Dark,Steel,0.5,0.5,45,85,70,40,40,60,0: Defiant 1: Inner Focus H: Pressure,0.5,10.2,Red,,Bisharp
625,Bisharp,Dark,Steel,0.5,0.5,65,125,100,60,70,70,0: Defiant 1: Inner Focus H: Pressure,1.6,70,Red,52,Kingambit
626,Bouffalant,Normal,null,0.5,0.5,95,110,95,40,95,55,0: Reckless 1: Sap Sipper H: Soundproof,1.6,94.6,Brown,,
627,Rufflet,Normal,Flying,0.5,0.5,70,83,50,37,50,60,0: Keen Eye 1: Sheer Force H: Hustle,0.5,10.5,White,,Braviary
628,Braviary,Normal,Flying,0.5,0.5,100,123,75,57,75,80,0: Keen Eye 1: Sheer Force H: Defiant,1.5,41,Red,54,
628,Braviary-Hisui,Psychic,Flying,0.5,0.5,110,83,70,112,70,65,0: Keen Eye 1: Sheer Force H: Tinted Lens,1.7,43.4,White,54,
629,Vullaby,Dark,Flying,0.5,0.5,70,55,75,45,65,60,0: Big Pecks 1: Overcoat H: Weak Armor,0.5,9,Brown,,Mandibuzz
630,Mandibuzz,Dark,Flying,0.5,0.5,110,65,105,55,95,80,0: Big Pecks 1: Overcoat H: Weak Armor,1.2,39.5,Brown,54,
631,Heatmor,Fire,null,0.5,0.5,85,97,66,105,66,65,0: Gluttony 1: Flash Fire H: White Smoke,1.4,58,Red,,
632,Durant,Bug,Steel,0.5,0.5,58,109,112,48,48,109,0: Swarm 1: Hustle H: Truant,0.3,33,Gray,,
633,Deino,Dark,Dragon,0.5,0.5,52,65,50,45,50,38,0: Hustle,0.8,17.3,Blue,,Zweilous
634,Zweilous,Dark,Dragon,0.5,0.5,72,85,70,65,70,58,0: Hustle,1.4,50,Blue,50,Hydreigon
635,Hydreigon,Dark,Dragon,0.5,0.5,92,105,90,125,90,98,0: Levitate,1.8,160,Blue,64,
636,Larvesta,Bug,Fire,0.5,0.5,55,85,55,50,55,60,0: Flame Body H: Swarm,1.1,28.8,White,,Volcarona
637,Volcarona,Bug,Fire,0.5,0.5,85,60,65,135,105,100,0: Flame Body H: Swarm,1.6,46,White,59,
638,Cobalion,Steel,Fighting,0.5,0.5,91,90,129,90,72,108,0: Justified,2.1,250,Blue,,
639,Terrakion,Rock,Fighting,0.5,0.5,91,129,90,72,90,108,0: Justified,1.9,260,Gray,,
640,Virizion,Grass,Fighting,0.5,0.5,91,90,72,90,129,108,0: Justified,2,200,Green,,
641,Tornadus,Flying,null,0.5,0.5,79,115,70,125,80,111,0: Prankster H: Defiant,1.5,63,Green,,
641,Tornadus-Therian,Flying,null,0.5,0.5,79,100,80,110,90,121,0: Regenerator,1.4,63,Green,,
642,Thundurus,Electric,Flying,0.5,0.5,79,115,70,125,80,111,0: Prankster H: Defiant,1.5,61,Blue,,
642,Thundurus-Therian,Electric,Flying,0.5,0.5,79,105,70,145,80,101,0: Volt Absorb,3,61,Blue,,
643,Reshiram,Dragon,Fire,0.5,0.5,100,120,100,150,120,90,0: Turboblaze,3.2,330,White,,
644,Zekrom,Dragon,Electric,0.5,0.5,100,150,120,120,100,90,0: Teravolt,2.9,345,Black,,
645,Landorus,Ground,Flying,0.5,0.5,89,125,90,115,80,101,0: Sand Force H: Sheer Force,1.5,68,Brown,,
645,Landorus-Therian,Ground,Flying,0.5,0.5,89,145,90,105,80,91,0: Intimidate,1.3,68,Brown,,
646,Kyurem,Dragon,Ice,0.5,0.5,125,130,90,130,90,95,0: Pressure,3,325,Gray,,
646,Kyurem-Black,Dragon,Ice,0.5,0.5,125,170,100,120,90,95,0: Teravolt,3.3,325,Gray,,
646,Kyurem-White,Dragon,Ice,0.5,0.5,125,120,90,170,100,95,0: Turboblaze,3.6,325,Gray,,
647,Keldeo,Water,Fighting,0.5,0.5,91,72,90,129,90,108,0: Justified,1.4,48.5,Yellow,,
647,Keldeo-Resolute,Water,Fighting,0.5,0.5,91,72,90,129,90,108,0: Justified,1.4,48.5,Yellow,,
648,Meloetta,Normal,Psychic,0.5,0.5,100,77,77,128,128,90,0: Serene Grace,0.6,6.5,White,,
648,Meloetta-Pirouette,Normal,Fighting,0.5,0.5,100,128,90,77,77,128,0: Serene Grace,0.6,6.5,White,,
649,Genesect,Bug,Steel,0.5,0.5,71,120,95,120,95,99,0: Download,1.5,82.5,Purple,,
649,Genesect-Douse,Bug,Steel,0.5,0.5,71,120,95,120,95,99,0: Download,1.5,82.5,Purple,,
649,Genesect-Shock,Bug,Steel,0.5,0.5,71,120,95,120,95,99,0: Download,1.5,82.5,Purple,,
649,Genesect-Burn,Bug,Steel,0.5,0.5,71,120,95,120,95,99,0: Download,1.5,82.5,Purple,,
649,Genesect-Chill,Bug,Steel,0.5,0.5,71,120,95,120,95,99,0: Download,1.5,82.5,Purple,,
650,Chespin,Grass,null,0.875,0.125,56,61,65,48,45,38,0: Overgrow H: Bulletproof,0.4,9,Green,,Quilladin
651,Quilladin,Grass,null,0.875,0.125,61,78,95,56,58,57,0: Overgrow H: Bulletproof,0.7,29,Green,16,Chesnaught
652,Chesnaught,Grass,Fighting,0.875,0.125,88,107,122,74,75,64,0: Overgrow H: Bulletproof,1.6,90,Green,36,
653,Fennekin,Fire,null,0.875,0.125,40,45,40,62,60,60,0: Blaze H: Magician,0.4,9.4,Red,,Braixen
654,Braixen,Fire,null,0.875,0.125,59,59,58,90,70,73,0: Blaze H: Magician,1,14.5,Red,16,Delphox
655,Delphox,Fire,Psychic,0.875,0.125,75,69,72,114,100,104,0: Blaze H: Magician,1.5,39,Red,36,
656,Froakie,Water,null,0.875,0.125,41,56,40,62,44,71,0: Torrent H: Protean,0.3,7,Blue,,Frogadier
657,Frogadier,Water,null,0.875,0.125,54,63,52,83,56,97,0: Torrent H: Protean,0.6,10.9,Blue,16,Greninja
658,Greninja,Water,Dark,0.875,0.125,72,95,67,103,71,122,0: Torrent H: Protean S: Battle Bond,1.5,40,Blue,36,
658,Greninja-Bond,Water,Dark,0.5,0.5,72,95,67,103,71,122,0: Battle Bond,1.5,40,Blue,,
658,Greninja-Ash,Water,Dark,0.5,0.5,72,145,67,153,71,132,0: Battle Bond,1.5,40,Blue,,
659,Bunnelby,Normal,null,0.5,0.5,38,36,38,32,36,57,0: Pickup 1: Cheek Pouch H: Huge Power,0.4,5,Brown,,Diggersby
660,Diggersby,Normal,Ground,0.5,0.5,85,56,77,50,77,78,0: Pickup 1: Cheek Pouch H: Huge Power,1,42.4,Brown,20,
661,Fletchling,Normal,Flying,0.5,0.5,45,50,43,40,38,62,0: Big Pecks H: Gale Wings,0.3,1.7,Red,,Fletchinder
662,Fletchinder,Fire,Flying,0.5,0.5,62,73,55,56,52,84,0: Flame Body H: Gale Wings,0.7,16,Red,17,Talonflame
663,Talonflame,Fire,Flying,0.5,0.5,78,81,71,74,69,126,0: Flame Body H: Gale Wings,1.2,24.5,Red,35,
664,Scatterbug,Bug,null,0.5,0.5,38,35,40,27,25,35,0: Shield Dust 1: Compound Eyes H: Friend Guard,0.3,2.5,Black,,Spewpa
665,Spewpa,Bug,null,0.5,0.5,45,22,60,27,30,29,0: Shed Skin H: Friend Guard,0.3,8.4,Black,9,Vivillon
666,Vivillon,Bug,Flying,0.5,0.5,80,52,50,90,50,89,0: Shield Dust 1: Compound Eyes H: Friend Guard,1.2,17,White,12,
666,Vivillon-Fancy,Bug,Flying,0.5,0.5,80,52,50,90,50,89,0: Shield Dust 1: Compound Eyes H: Friend Guard,1.2,17,Black,12,
666,Vivillon-Pokeball,Bug,Flying,0.5,0.5,80,52,50,90,50,89,0: Shield Dust 1: Compound Eyes H: Friend Guard,1.2,17,Black,,
667,Litleo,Fire,Normal,0.125,0.875,62,50,58,73,54,72,0: Rivalry 1: Unnerve H: Moxie,0.6,13.5,Brown,,Pyroar
668,Pyroar,Fire,Normal,0.125,0.875,86,68,72,109,66,106,0: Rivalry 1: Unnerve H: Moxie,1.5,81.5,Brown,35,
669,Flabe\u0301be\u0301,Fairy,null,0.5,0.5,44,38,39,61,79,42,0: Flower Veil H: Symbiosis,0.1,0.1,White,,Floette
670,Floette,Fairy,null,0.5,0.5,54,45,47,75,98,52,0: Flower Veil H: Symbiosis,0.2,0.9,White,19,Florges
670,Floette-Eternal,Fairy,null,0.5,0.5,74,65,67,125,128,92,0: Flower Veil,0.2,0.9,White,,
671,Florges,Fairy,null,0.5,0.5,78,65,68,112,154,75,0: Flower Veil H: Symbiosis,1.1,10,White,,
672,Skiddo,Grass,null,0.5,0.5,66,65,48,62,57,52,0: Sap Sipper H: Grass Pelt,0.9,31,Brown,,Gogoat
